title,subtitle,date,category,link,main_category
Former India PM Manmohan Singh's life and legacy,"One of India's longest-serving leaders, Singh has died at the age of 92.",2024-12-27,Asia,https://www.bbc.com/news/videos/cp3z26zyeepo,Asia
"Manmohan Singh, Indian ex-PM and architect of economic reform, dies at 92",Manmohan Singh was instrumental in bringing India out of economic and nuclear isolation.,2024-12-27,Asia,https://www.bbc.com/news/articles/cyrrd4nlr0yo,Asia
'Surviving the Boxing Day tsunami gave me a second chance',Ani Naqvi was almost killed in the 2004 disaster but used the experience to give her a new purpose.,2024-12-26,Asia,https://www.bbc.com/news/articles/cp83zgz9g6ro,Asia
S Korea MPs file motion to impeach acting president,The motion comes less than two weeks after parliament voted to impeach President Yoon Suk Yeol.,2024-12-26,Asia,https://www.bbc.com/news/articles/c878rjgv7d2o,Asia
Taiwan's ex-presidential candidate charged with corruption,"Ko, once a rising star in Taiwan politics, is accused of accepting half a million dollars in bribes.",2024-12-26,Asia,https://www.bbc.com/news/articles/czd48v87md1o,Asia
Twenty years on: 'My boat was metres from the shore when the tsunami hit', A BBC reporter looks back to the day in 2004 when the tsunami hit while she was on the Andaman and Nicobar islands. ,2024-12-26,Asia,https://www.bbc.com/news/articles/c6230646435o,Asia
Celebrated Indian author MT Vasudevan Nair dies at 91,"A prolific writer and filmmaker, MT Vasudevan was the doyen of Malayalam-language literature.",2024-12-26,Asia,https://www.bbc.com/news/articles/czr3kdn7pv3o,Asia
Modernism and Islamic motifs: How Indian artists envisioned Christ's birth,"Over the centuries, painters in India have depicted Jesus's birth from a uniquely local perspective.",2024-12-25,Asia,https://www.bbc.com/news/articles/c0rn7eljy12o,Asia
Hong Kong offers rewards for arrest of six activists abroad,The police say they will give HK$1m to people who can help them find those accused of breaching security laws.,2024-12-25,Asia,https://www.bbc.com/news/articles/cvgmj87248no,Asia
Chinese man in school attack gets suspended death sentence,"The man ploughed his car into a crowd in Changde City, wounding 30 people, including 18 children.",2024-12-24,Asia,https://www.bbc.com/news/articles/c0q04wly3nko,Asia
Indian fans fed up with paying top prices for stinking toilets and traffic jams at concerts,India is fast becoming a major live industry market but poor facilities at concerts have left fans unhappy.,2024-12-24,Asia,https://www.bbc.com/news/articles/cwy480kly9zo,Asia
"A dam ignited rare Tibetan protests. They ended in beatings and arrests, BBC finds","Through sources and footage, the BBC pieces together how China cracked down on the protests.",2024-12-23,Asia,https://www.bbc.com/news/articles/c1d37zg1549o,Asia
90-year-old with Parkinson's enters weightlifting contest,"The woman lifted 45kg with family cheering her on, at a contest organised for the elderly in Taipei.",2024-12-23,Asia,https://www.bbc.com/news/videos/cje9z481e3zo,Asia
A man's suicide leads to clamour around India's dowry law,Atul Subhash's death has galvanised men's rights activists and started a debate around India's dowry law.,2024-12-23,Asia,https://www.bbc.com/news/articles/c33d6161z3yo,Asia
Pakistan jails 25 Imran Khan supporters over violent protests,"A military court has convicted 25 people for involvement in pro-Imran Khan unrest last year, Pakistan's armed forces said. ",2024-12-22,Asia,https://www.bbc.com/news/articles/crrwe1gkgr0o,Asia
One woman's 56-year fight to free her innocent brother from death sentence,"Hideko Hakamata, 91, spent decades fighting to save her brother: the world's longest-serving death row inmate.",2024-12-21,Asia,https://www.bbc.com/news/articles/c24nrr0mv4go,Asia
Ros Atkins on... Four reasons why UK-China ties are strained,"The BBC's Analysis Editor Ros Atkins looks at how relations between the UK and China became so strained.
",2024-12-21,Asia,https://www.bbc.com/news/videos/cz6ln121dxgo,Asia
Malaysia approves new search for missing flight MH370,The Boeing 777 carrying 239 people vanished 10 years ago in one of aviation's greatest mysteries.,2024-12-20,Asia,https://www.bbc.com/news/articles/cewxnwe5d11o,Asia
Court steps in to sort Indian couple's three-year baby name battle,"A local court gave the couple a list of names to choose from, ending the three-year-long dispute.",2024-12-20,Asia,https://www.bbc.com/news/articles/cx2nxdv4jv3o,Asia
'I bought my son's death': Families mourn victims of migrant shipwreck,BBC Urdu spoke to grieving families who paid agents hefty sums to send their children to Europe.,2024-12-20,Asia,https://www.bbc.com/news/articles/cly76v0jg86o,Asia
Soldier-spies in Myanmar help pro-democracy rebels make crucial gains,"Leaked intelligence from military spies is helping turn the civil war in the resistance’s favour, BBC finds.",2024-12-20,Asia,https://www.bbc.com/news/articles/c390ndrny17o,Asia
Who is City minister Tulip Siddiq?,"The Labour MP has been named in a Bangladeshi corruption inquiry into her aunt, the country's former prime minister.",2024-12-20,Asia,https://www.bbc.com/news/articles/cj90zzpxzm0o,Asia
Japanese city to name and shame people who break rubbish rules,"Fukushima plans to go through trash that is not properly sorted, and publicly identify offenders.",2024-12-19,Asia,https://www.bbc.com/news/articles/c0rn01qrddqo,Asia
Two missing and 13 dead after navy speedboat hits ferry off Mumbai,"Three navy personnel are among the dead, while more than 100 people have been rescued, an official said.",2024-12-19,Asia,https://www.bbc.com/news/articles/c4gpkzggydjo,Asia
R Ashwin: The spin legend who redefined Indian cricket  ,The legendary spinner shocked the cricket world on Wednesday with his sudden retirement.,2024-12-19,Asia,https://www.bbc.com/news/articles/ckgxeq82ydvo,Asia
United Front: China's 'magic weapon' caught in a spy controversy ,The UFWD is a decades-old - and increasingly controversial - arm of China's Communist Party. What does it do?,2024-12-19,Asia,https://www.bbc.com/news/articles/c878evdp758o,Asia
Yang Tengbo: Who is alleged Chinese spy linked to Prince Andrew?,A court order which gave Yang anonymity was lifted on Monday following a long-running legal battle with the Home Office. ,2024-12-19,Asia,https://www.bbc.com/news/articles/c3dx1yzzerlo,Asia
Missing India woman found in Pakistan returns home after 22 years,"Hamida Banu was promised a job in Dubai, but says the recruitment agent instead took her to Pakistan.",2024-12-18,Asia,https://www.bbc.com/news/articles/c983l216j95o,Asia
Hong Kong mulls regulation for 'unfair' claw machines,One man spent over 45 minutes to win a waffle maker but walked away instead with a handful of trinkets.,2024-12-18,Asia,https://www.bbc.com/news/articles/c5yx2ek1j53o,Asia
Rescuers race to find survivors after Vanuatu earthquake kills 14,"One witness recounted how he and his wife ""sprinted"" out of a building when the earthquake struck.",2024-12-18,Asia,https://www.bbc.com/news/articles/cy4pdw1nzp9o,Asia
Expert warns of public health emergency as Delhi's toxic air returns ,Residents of Delhi complain of breathing problems as pollution levels cross hazardous mark. ,2024-12-18,Asia,https://www.bbc.com/news/articles/c785mkm39ndo,Asia
Filipina who was nearly executed during 15 years on death row finally goes home,Mary Jane Veloso was sentenced to death in Indonesia in 2010 after she was found carrying heroin.,2024-12-18,Asia,https://www.bbc.com/news/articles/c8xj510081go,Asia
Could this be what our home on Moon or Mars might look like?,India tested its first analog space mission in the Himalayan mountains of Ladakh.,2024-12-18,Asia,https://www.bbc.com/news/articles/c4g23rjq8qro,Asia
Garage CCTV shows moment earthquake hits Vanuatu,Footage shows people running and items falling off shelves as the earthquake strikes.,2024-12-18,Asia,https://www.bbc.com/news/videos/cx2nxx2l37lo,Asia
Trump meets TikTok CEO as ban deadline looms,The social media giant is currently seeking to delay a law that would see it banned or sold in early 2025.,2024-12-17,Asia,https://www.bbc.com/news/articles/cre7vdz4npzo,Asia
"Decoding India's 'One Nation, One Election' plan",India's federal government is seeking to bring a controversial bill for holding federal and state assembly elections together. ,2024-12-17,Asia,https://www.bbc.com/news/articles/cly7vjp73zvo,Asia
Buildings flattened as 7.3 magnitude earthquake hits Vanuatu,"The extent of damage remains unclear, but there are unconfirmed reports of at least one death. ",2024-12-17,Asia,https://www.bbc.com/news/articles/c9wlylr4nrdo,Asia
"UK unlawfully detained migrants on Diego Garcia, judge finds","Sri Lankan Tamil migrants were held in a camp on the Indian Ocean island, which is the site of a secretive UK-US military base.",2024-12-17,Asia,https://www.bbc.com/news/articles/cvgpe7721qwo,Asia
'We thought it was a ball' - the bombs killing and maiming Indian children,"Children in West Bengal are being maimed and killed by bombs, used for decades in the state's violent politics.",2024-12-17,Asia,https://www.bbc.com/news/articles/cgrwxll8z8lo,Asia
Legendary Indian tabla player Zakir Hussain dies at 73,The Indian classical music icon died of a lung disease at a hospital in San Francisco.,2024-12-16,Asia,https://www.bbc.com/news/articles/c2exzm9r043o,Asia
Commentator Isa Guha sorry for calling cricketer 'primate',Guha apologises after her remark about Indian cricketer Jasprit Bumrah caused a backlash.,2024-12-16,Asia,https://www.bbc.com/news/articles/cn9gy7938xeo,Asia
Remembering the man who became Indian music's global ambassador,"Zakir Hussain, legendary tabla virtuoso, leaves behind a timeless rhythmic legacy.",2024-12-16,Asia,https://www.bbc.com/news/articles/cwype77kwyjo,Asia
South Korea court begins Yoon's impeachment trial process,It has six months to decide whether to sustain or reject the vote to impeach President Yoon Suk Yeol.,2024-12-16,Asia,https://www.bbc.com/news/articles/cx2pl4edk13o,Asia
Why a nation of 1.45 billion wants more children,"India, the world's most populous country, is seeing a debate about having more babies.",2024-12-16,Asia,https://www.bbc.com/news/articles/ce9088men9xo,Asia
South Korean MPs impeach president over martial law attempt,Thousands of protesters hailed the move as a victory for democracy but Yoon has vowed to fight on.,2024-12-15,Asia,https://www.bbc.com/news/articles/c140xjv31lxo,Asia
Three killed and dozens injured by bomb at Thai festival,Reports suggest the blast was caused by a improvised explosive device thrown into a crowd of festivalgoers.,2024-12-14,Asia,https://www.bbc.com/news/articles/cvgp5jxzl9eo,Asia
Protesters jubilant as South Korea president impeached,Crowds gathered outside the National Assembly loudly cheered at the announcement.,2024-12-14,Asia,https://www.bbc.com/news/videos/cj903r0p811o,Asia
Moment South Korean lawmakers vote to impeach President Yoon,MPs in Seoul voted 204 in favour and 85 against the motion.,2024-12-14,Asia,https://www.bbc.com/news/videos/c62w90g071lo,Asia
South Korea has voted to impeach President Yoon - now what?,The BBC's Jean Mackenzie explains what happens next following the impeachment of Yoon Suk Yeol.,2024-12-14,Asia,https://www.bbc.com/news/videos/crk02j2jlryo,Asia
In pictures: Celebrating 100 years of the 'greatest showman of Indian cinema',"India marks the centenary of Raj Kapoor, who would have turned 100 on Saturday, with celebratory events.",2024-12-14,Asia,https://www.bbc.com/news/articles/c2ldjz1q700o,Asia
Bail for Indian star arrested over fan's death in crowd crush,A woman died during chaos at a cinema where actor Allu Arjun made a surprise appearance to promote his film.,2024-12-13,Asia,https://www.bbc.com/news/articles/czd436v35v1o,Asia
China jails ex-football head coach for bribery,"The case involving Li Tie, a former Everton player, shows how President Xi's anti-corruption crackdown has cut through sport, banking and the military.",2024-12-13,Asia,https://www.bbc.com/news/articles/c0kvxyj6y13o,Asia
Explained: India's controversial Places of Worship law,India's top court is hearing petitions against a1991 law that protects the character of religious places.,2024-12-13,Asia,https://www.bbc.com/news/articles/cwypgp8gnjjo,Asia
"N Korea made millions from remote work scheme, US says",Fourteen North Koreans have been charged with fraud in the US over an alleged long-running conspiracy.,2024-12-13,Asia,https://www.bbc.com/news/articles/cpdnz3elwzvo,Asia
The Indian teen who became the world's youngest chess champion,"Gukesh Dommaraju, 18, dreams of having a ""very long career"" in chess and supplanting Magnus Carlsen as number one.",2024-12-13,Asia,https://www.bbc.com/news/articles/c23vn7x4012o,Asia
Bloody siege ends Myanmar army control of western border,Insurgents seized Myanmar's border with Bangladesh in one of the bloodiest battles of the civil war.,2024-12-13,Asia,https://www.bbc.com/news/articles/ckg324den6po,Asia
Net closing in on South Korea's president as MPs get death threats over impeachment vote,Yoon Suk Yeol - whose attempt to impose martial law backfired - faces another vote in parliament this weekend.,2024-12-13,Asia,https://www.bbc.com/news/articles/cvg7pv278ezo,Asia
Indian teen becomes youngest world chess champion,Gukesh Dommaraju defeated defending chess champion Ding Liren of China in a nail-biter final game.,2024-12-13,Asia,https://www.bbc.com/news/articles/crl3d5gyxr7o,Asia
Is India's economic boom fading?,"The rate of India’s economic growth is still robust, but the latest GDP figures signal a slowdown.",2024-12-12,Asia,https://www.bbc.com/news/videos/cdd6ee91gz4o,Asia
S Korea's President Yoon vows to 'fight to the end',President Yoon Suk Yeol said that he declared martial law to protect the country's democracy.,2024-12-12,Asia,https://www.bbc.com/news/articles/c4gp8p875g8o,Asia
Suicide bomb kills Taliban minister in Kabul  ,Khalil Haqqani is the Taliban's most high profile casualty since the group retook power in 2021.,2024-12-12,Asia,https://www.bbc.com/news/articles/cvg952q81x8o,Asia
'I hid Sara Sharif's family during international police hunt',"During multiple raids on Rasikh Munir's property, officers failed to find the family. But he was the one who hid them. ",2024-12-11,Asia,https://www.bbc.com/news/articles/c2k0y52p5e9o,Asia
Anger after Indian start-up pretends to sack stressed staff,A beauty service start-up pretended to have fired dozens of employees after they reported being stressed at work.,2024-12-11,Asia,https://www.bbc.com/news/articles/cd0en3nrxpyo,Asia
S Korea ex-minister linked to martial law move attempts to take his life,"Former South Korean defence minister Kim Yong-hyun has attempted to take his life, an official said. ",2024-12-11,Asia,https://www.bbc.com/news/articles/c4gjelnlrvgo,Asia
S Korea police raid president's office over martial law attempt,Yoon Suk Yeol is being investigated over insurrection charges and is set to face a second impeachment vote.,2024-12-11,Asia,https://www.bbc.com/news/articles/ce3l0g37e4ro,Asia
N Korea mocks 'dictator' Yoon's 'insane' martial law attempt,Pyongyang has responded to the political turmoil in South Korea for the first time.,2024-12-11,Asia,https://www.bbc.com/news/articles/cx26eglgn3wo,Asia
India: Is the fastest-growing big economy losing steam?,"India's economy slumped to 5.4%, below the central bank's 7% forecast. What's going on?",2024-12-11,Asia,https://www.bbc.com/news/articles/c8dq9rj63lmo,Asia
Will bribery charges against Adani derail India's green goals?,The Adani Group is aiming to contribute to a tenth of India's renewable energy needs by 2032.,2024-12-10,Asia,https://www.bbc.com/news/articles/c4g3md3p9ngo,Asia
Travel ban on S Korea president after martial law attempt,Travel bans have also been imposed on several senior officials involved in the botched martial law move.,2024-12-09,Asia,https://www.bbc.com/news/articles/cwydj9k7jkgo,Asia
Dozens of schools get bomb threats in India's capital,Police in Delhi have searched around 40 schools after they received anonymous bomb threats.,2024-12-09,Asia,https://www.bbc.com/news/articles/c140n7mrzeko,Asia
Fears loom over India's 'Hong Kong' project on a remote island,Experts say the multi-billion project would be a 'death sentence' for the Shompen people. ,2024-12-09,Asia,https://www.bbc.com/news/articles/cd0g1jxr0ddo,Asia
Prithvi Shaw: The rise and fade of Indian cricket's wonder boy,"It has been a steep fall for the 25-year-old batter, once hailed as Indian cricket's 'next big thing'.",2024-12-08,Asia,https://www.bbc.com/news/articles/czxdlyz87yjo,Asia
South Korea's emotional protesters watch impeachment hopes fade,A jubilant atmosphere quickly faded as protesters heard news that the impeachment vote against president Yoon Suk Yeol had failed.,2024-12-08,Asia,https://www.bbc.com/news/articles/cj0rrn7e1qgo,Asia
South Korean president survives impeachment vote,Lawmakers narrowly failed to pass a bill to censure Yoon Suk Yeol after he declared martial law on Tuesday.,2024-12-07,Asia,https://www.bbc.com/news/articles/cpw22k2z0rdo,Asia
S Korea president apologises for martial law declaration,Yoon Suk Yeol says he will not make a second such order as he faces an impeachment vote. ,2024-12-07,Asia,https://www.bbc.com/news/articles/c6277zz434zo,Asia
"'I am very sorry', South Korea's President Yoon says","In a televised address, President Yoon Suk Yeol apologises for declaring martial law on December 3.",2024-12-07,Asia,https://www.bbc.com/news/videos/cd0eevjm4jko,Asia
Comeback of 1990s Indian crime drama evokes nostalgia,"Fans of CID, one of India's longest-running TV shows, are thrilled about its much-anticipated comeback.",2024-12-07,Asia,https://www.bbc.com/news/articles/c4gp792n57po,Asia
'Are we about to repeat history?': Martial law's traumatic legacy in South Korea,President Yoon Suk-yeol's martial law announcement left many Koreans with one thought: not again.,2024-12-07,Asia,https://www.bbc.com/news/articles/c1el7xxp0gyo,Asia
Muslim couple in India forced to sell house after Hindu protests,The sale had sparked protests from neighbours who said they didn't want Muslims living near a Hindu temple.,2024-12-06,Asia,https://www.bbc.com/news/articles/cp837p125ywo,Asia
Japanese star Miho Nakayama found dead at 54,"Nakayama, best known for her role in the 1995 film Love Letter, was found dead in a bathtub at home.",2024-12-06,Asia,https://www.bbc.com/news/articles/cwy8xzly5yro,Asia
S Korea president ordered arrest of own party leader ,The head of President Yoon's party called for his suspension in a sign it may back moves to impeach him.,2024-12-06,Asia,https://www.bbc.com/news/articles/cy8y7ggm89lo,Asia
Why there's no song and dance around India's killer air,The country's pollution levels are startling but the problem is rarely represented in popular culture.,2024-12-06,Asia,https://www.bbc.com/news/articles/cgr0enrw0qxo,Asia
Unconventional Trump brings openings and perils for Africa,Analyst Alex de Waal looks at how the US president-elect could deal with conflicts on the continent. ,2024-11-13,Africa,https://www.bbc.com/news/articles/cj0jelzpngzo,Africa
Mauritius government suffers electoral wipeout,"Navin Ramgoolam, 77, is appointed prime minister and begins his third stint in the job. ",2024-11-13,Africa,https://www.bbc.com/news/articles/c5y3pg0ey99o,Africa
World's longest detained journalist wins rights prize,Dawit Isaak has been held without trial in an Eritrean prison for 23 years.,2024-11-12,Africa,https://www.bbc.com/news/articles/cp87yrwn644o,Africa
"Gold, prices, and jobs: What's at stake in Ghana's elections?","In an echo of the US, the current vice-president is up against an ex-president in the 7 December vote.",2024-11-12,Africa,https://www.bbc.com/news/articles/czd545m0qjqo,Africa
Ugandan TikTokers held for insulting first family,They are accused of hate speech as rights groups say the law is being used to restrict freedoms.,2024-11-12,Africa,https://www.bbc.com/news/articles/cx2ylzx7155o,Africa
The people making the case for tourists to visit Africa,Nations across the continent are eager to promote themselves as destinations for the curious visitor.,2024-11-13,Africa,https://www.bbc.com/news/articles/c5yx09g1jxvo,Africa
Could an election revolutionise African rugby?,"Morocco-born Abdelatif Benazzi wants to be new man in charge of global rugby, promising to tear up the sport's old order and tap into new markets.",2024-11-13,Africa,https://www.bbc.com/sport/rugby-union/articles/cwyg10xd0k8o,Africa
'Dying of thirst' as climate-driven floods mix with oil,"With swathes of South Sudan submerged, a whistleblower warns water sources are being polluted by oil.",2024-11-11,Africa,https://www.bbc.com/news/articles/c4gpmx7z0xno,Africa
Why a sex tape leak could actually be a ploy for power in Equatorial Guinea,"Dozens of videos involving a senior civil servant in Equatorial Guinea have flooded social media, shocking people in the country.",2024-11-10,Africa,https://www.bbc.com/news/articles/cr4ledr19nyo,Africa
Music stars sing praises of team sweeping Ghana clean,"Known as Buz Stop Boys, the group's leader says they want ""a cleaner, healthier, and prouder Ghana"".",2024-11-10,Africa,https://www.bbc.com/news/articles/c2l9kdznkzko,Africa
Is this tiny Mauritian island a confidential spy station?,"India has built a 3km-long runway on Agalega and no-one has fully explained why, angering residents.",2024-11-09,Africa,https://www.bbc.com/news/articles/cvg47274y4no,Africa
Botswana to legalise undocumented Zimbabweans - president,The new president tells the BBC thousands of illegal Zimbabweans should be given temporary permits.,2024-11-08,Africa,https://www.bbc.com/news/articles/c7v3l3zr63vo,Africa
"Pelicans, prayers and people power: Africa's top shots",A selection of the week's best photos from across the African continent and beyond.,2024-11-08,Africa,https://www.bbc.com/news/articles/cvg0e9qew8yo,Africa
South Africa's radical opposition rocked by high-profile defections,What is behind the exodus of Economic Freedom Fighters members to ex-President Jacob Zuma's party?,2024-11-07,Africa,https://www.bbc.com/news/articles/c5ymlynxkxyo,Africa
"Trade, aid, security: What does Trump's win mean for Africa?","During his first stint critics accused him of dismissing Africa, so what will happen under Trump 2.0?",2024-11-06,World,https://www.bbc.com/news/articles/c4gz29yn00no,Africa
Who needs what to qualify for Afcon 2025?,Eight teams are already assured of a place at the 2025 Africa Cup of Nations in Morocco - but who will fill the remaining 16 spots at the finals?,2024-11-13,Africa Sport,https://www.bbc.com/sport/football/articles/c9wrvwrx8qzo,Africa
Springboks aim to have 'two best teams in the world',"World champions South Africa are aiming to have ""the two best teams in the world"", according to centre Andre Esterhuizen.",2024-11-13,Rugby Union,https://www.bbc.com/sport/rugby-union/articles/cpwrv4per7po,Africa
Lee smashes WBBL record 150 in Hurricanes win,Lizelle Lee sets a new record for the highest individual score in the Women's Big Bash League with 150 not out for Hobart Hurricanes.,2024-11-10,Women's Cricket,https://www.bbc.com/sport/cricket/articles/c93q1483l88o,Africa
'You don’t have to be the strongest' - is arm wrestling on the rise?,Arm wrestling is trying to shed its reputation as a bar sport. Could its inclusion at the African Games could help it enter the mainstream?,2024-11-08,Africa Sport,https://www.bbc.com/sport/articles/c89lkdlj98jo,Africa
Wissa leads Brentford fightback over Bournemouth,Brentford twice come from behind to beat Bournemouth and bounce back from Monday's agonising defeat at Fulham.,2024-11-13,Africa,https://www.bbc.comhttps://www.bbc.com/sport/football/live/c8jy1yjxpd9t,Africa
Prince William plays rugby with children in Cape Town,"
The Prince of Wales is on a trip in South Africa promoting his Earthshot environmental prize.",2024-11-05,UK,https://www.bbc.com/news/videos/cvg47mzm0rzo,Africa
Mpox - what we know... and what we don't,How much do we really understand about the virus formerly known as monkeypox?,2024-10-25,Africa,https://www.bbc.com/news/videos/cjdl5zgm25no,Africa
'My farm was destroyed by drought then floods - I am confused',Climate change is wreaking havoc on farmers in Nigeria.,2024-10-17,Africa,https://www.bbc.com/news/videos/c30l54lrg9vo,Africa
BBC reporter: They ransacked my home and left my town in ruins,"The BBC’s Mohanad Hashim, in Sudan for the first time since the war began, sees what has happened to his childhood neighbourhood.",2024-10-16,Africa,https://www.bbc.com/news/videos/cly6qgwzyx6o,Africa
'A humanitarian at his core',DR Congo-born Dikembe Mutombo has been hailed for his humanitarian work across Africa following his death aged 58 from brain cancer.,2024-10-04,Africa Sport,https://www.bbc.com/sport/basketball/videos/cj04ev01gejo,Africa
Live: World Service for Africa,,2024-11-13,Africa,https://www.bbc.comhttp://www.bbc.co.uk/news/world-africa-29144792,Africa
Focus on Africa Podcast,Three essential stories to round off your working day. Explaining the news from Africa.,2024-11-13,Africa,https://www.bbc.comhttps://www.bbc.co.uk/sounds/series/p02nrtyw,Africa
Africa Daily podcast,"One question to wake up to every weekday morning. One story from Africa, for Africa",2024-11-13,Africa,https://www.bbc.comhttps://www.bbc.co.uk/sounds/brand/p0925ydp,Africa
The Comb podcast,,2024-11-13,Africa,https://www.bbc.comhttps://www.bbc.co.uk/programmes/w13xtv78,Africa
This is Africa,,2024-11-13,Africa,https://www.bbc.comhttps://www.bbc.co.uk/programmes/w13xttz8,Africa
Kenya's top judge: No-one has ever tried to bribe me,Martha Koome says the recent allegations of corruption within the judiciary are based on misogyny.,2024-11-11,Africa,https://www.bbc.com/news/articles/c05z17z4y7mo,Africa
Botswana country profile,"Provides an overview of Botswana, including key dates and facts about this southern African country.",2024-11-11,Africa,https://www.bbc.com/news/world-africa-13040376,Africa
Botswana media guide,"An overview of the media in Botswana, including links to broadcasters and newspapers.",2024-11-11,Africa,https://www.bbc.com/news/world-africa-13041484,Africa
Gruesome machete video prompts Burkina Faso investigation,Men dressed in military uniform are seen mutilating a dead body in a viral video.,2024-11-11,Africa,https://www.bbc.com/news/articles/cew24gneqd4o,Africa
Massive sex tape leak could be a ploy for power in central Africa,"Dozens of videos involving a senior civil servant in Equatorial Guinea have flooded social media, shocking people in the country.",2024-11-10,Africa,https://www.bbc.com/news/articles/cr4ledr19nyo,Africa
Is this tiny Mauritian island a secret spy station?,"India has built a 3km-long runway on Agalega and no-one has fully explained why, angering residents.",2024-11-09,Africa,https://www.bbc.com/news/articles/cvg47274y4no,Africa
Nigeria offers free Caesareans to poorer women ,The lack of access to C-sections is seen as a reason behind Nigeria's high maternal mortality rate.,2024-11-08,Africa,https://www.bbc.com/news/articles/c5yrpg37mnxo,Africa
Uproar in Ghana after president unveils his own statue,The statue is to honour development initiatives overseen by outgoing President Nana Akufo-Addo.,2024-11-07,Africa,https://www.bbc.com/news/articles/cj6k14ryygyo,Africa
Miss Rwanda given suspended sentence for drink-driving,"The beauty queen didn't appear in court, and neither did the prosecution.",2024-11-06,Africa,https://www.bbc.com/news/articles/cj6k1n4j91lo,Africa
South Africa shuts border crossing with Mozambique over poll unrest,"Police fire rubber bullets to stop Mozambicans trying to cross into South Africa, local media report.
",2024-11-06,Africa,https://www.bbc.com/news/articles/cwygrne8363o,Africa
Nigeria's army chief dies aged 56,President Bola Tinubu says he was a key figure in the military and pivotal to security operations.,2024-11-06,Africa,https://www.bbc.com/news/articles/c238gmp298po,Africa
How the UK's 'big brother' role in Africa is changing,David Lammy is on his first visit to the continent since he became foreign secretary.,2024-11-06,Africa,https://www.bbc.com/news/articles/cvglnmpgq7eo,Africa
William takes on illegal wildlife trade in Cape Town speech,"Prince William warns that wildlife crime has ""ripple effects"" that are ""profound for us all"". ",2024-11-05,Africa,https://www.bbc.com/news/articles/cp3nqe835x4o,Africa
Killers of Ugandan Olympian sentenced to 35 years,Steeplechaser Benjamin Lagat was stabbed to death in Kenya on New Year's Eve last year.,2024-11-05,Africa,https://www.bbc.com/news/articles/c9wrgzk1144o,Africa
Equatorial Guinea VP warns against office sex after viral videos,Vice-President Teodoro Obiang Mangue says that anyone found having sex at work will be suspended.,2024-11-05,Africa,https://www.bbc.com/news/articles/cwyx32945gqo,Africa
Nigeria drops treason charges against children after outcry,The president had ordered the boys to be freed following an outcry over their detention conditions.,2024-11-05,Africa,https://www.bbc.com/news/articles/cr4lzqe79x3o,Africa
Steve Irwin's son joins Prince William in South Africa,The Prince and Robert Irwin revealed their favourite African animals ahead of the Earthshot Prize award.,2024-11-05,Africa,https://www.bbc.com/news/articles/cpwr797wkjjo,Africa
Zimbabwe bans police from using mobile phones while on duty,All officers are required to surrender their phones to supervisors while at work under the new policy.,2024-11-05,Africa,https://www.bbc.com/news/articles/cjdlzprlgj1o,Africa
Slapping MP shows generational change may not end abuse of power in Nigeria ,Will the new generation of Nigerian politicians deliver the change in attitudes that many had hoped for?,2024-11-05,Africa,https://www.bbc.com/news/articles/cwyx3dn488jo,Africa
Mozambique presidential runner-up escapes alleged assassination attempt,Venâncio Mondlane says people tried to kill him after he went into hiding in South Africa.,2024-11-05,Africa,https://www.bbc.com/news/articles/cdxyvvekkkvo,Africa
"Slavery reparations not about transfer of cash, says Lammy","Speaking in Nigeria, the UK foreign secretary said he wanted Britain to develop relations with Africa.",2024-11-04,Africa,https://www.bbc.com/news/articles/cvgkpy4634go,Africa
South Africa police force 540 illegal miners from abandoned shaft,The miners were left starving and dehydrated after security forces cut off their access to food and water. ,2024-11-04,Africa,https://www.bbc.com/news/articles/c8jyekjz4xmo,Africa
Lightning kills 13 children at Uganda refugee camp,"The children were attending a church service when the lightning struck, police say.",2024-11-03,Africa,https://www.bbc.com/news/articles/cly2qzrj9v7o,Africa
At the cutting edge of interior design in Africa,Two UK-based Africans tell the BBC how they are digging deep into their culture to change home decor.,2024-11-03,Africa,https://www.bbc.com/news/articles/c9dll4jvpzvo,Africa
William returns to 'special place' Africa for prize awards,The awards event in South Africa will have emotional connections for the Prince of Wales.,2024-11-03,Africa,https://www.bbc.com/news/articles/c89vydqzk93o,Africa
"Living with Nigeria's blackouts - six weeks, no power",Large parts of Nigeria are experiencing power outages due to problems with the country's grid. ,2024-11-02,Africa,https://www.bbc.com/news/articles/cy873j318jyo,Africa
'I lost my leg on the way home from school',"Two years since war ended in northern Ethiopia, discarded weapons are proving deadly and maiming people.",2024-11-02,Africa,https://www.bbc.com/news/articles/cyv7e6mr2gpo,Africa
Botswana's politician who did the unthinkable,"Duma Boko is elected the country's first president not from the ruling party, in power for 58 years.",2024-11-02,Africa,https://www.bbc.com/news/articles/cx2yx5nk1l0o,Africa
Outrage in Nigeria as young suspects collapse in court,Alleged protesters - many of whom appeared frail after weeks in detention - appeared in court on Friday.,2024-11-02,Africa,https://www.bbc.com/news/articles/cdxyqwlwq5qo,Africa
Botswana ruling party rejected after 58 years in power,President Mokgweetsi Masisi accepts defeat after his party loses its parliamentary majority.,2024-11-02,Africa,https://www.bbc.com/news/articles/c238n5zr51yo,Africa
Who is Kenya's new deputy president?,"Kithure Kindiki, the immediate former interior minister, has been a loyal ally to President Ruto. ",2024-11-01,Africa,https://www.bbc.com/news/articles/cy4d38wnk24o,Africa
